shrid2,viirs_annual_min,viirs_annual_max,viirs_annual_mean,viirs_annual_sum,viirs_annual_num_cells,category,year
11-01-001-00001-000031,0.0,0.8511481285095215,0.4201533443422092,4.814854000477502,11.459754076254285,median-masked,2022
11-01-001-00001-000032,0.0,1.0467963218688965,0.5954476805978436,9.436617680384444,15.847937590267977,median-masked,2022
11-01-001-00001-000033,0.0,0.8891584873199463,0.5591867848768751,4.459304267423432,7.974623843096197,median-masked,2022
11-01-001-00001-000034,0.0,3.184259414672852,0.7695445133843732,9.018036296145112,11.718667522538452,median-masked,2022
11-01-001-00001-000035,0.6059956550598145,3.7362711429595934,1.773471047012004,26.98068813514772,15.21349230967462,median-masked,2022
11-01-001-00001-000036,0.0,0.8624330759048462,0.224452677674578,1.9904440535284755,8.867989788093837,median-masked,2022
11-01-001-00001-000037,0.0,3.610947847366333,0.4544171185282569,18.71281922509964,41.17982897674665,median-masked,2022
11-01-001-00001-000038,0.0,0.0,0.0,0.0,15.647887591318522,median-masked,2022
11-01-001-00001-000039,0.0,0.7104967832565308,0.1304046997327054,0.7698572985728345,5.903600868303329,median-masked,2022
11-01-001-00001-000040,0.0,0.7104967832565308,0.1331307301812109,0.8346848432257014,6.269663225684781,median-masked,2022
11-01-001-00001-000041,0.0,0.8413400053977966,0.2123918545709885,3.981822902356415,18.74753111600876,median-masked,2022
11-01-001-00001-000042,0.0,0.6281149983406067,0.0123207366439524,0.3110931715800763,25.249559386757483,median-masked,2022
11-01-001-00001-000043,0.0,0.9607886672019958,0.2485131244322567,2.8255422360451807,11.369790800788904,median-masked,2022
11-01-001-00001-000044,0.0,0.910278856754303,0.6038117268256479,5.480362417390317,9.076276882202365,median-masked,2022
11-01-001-00001-000045,0.0,1.807234764099121,0.6820829284600471,14.793802676657409,21.68915546685457,median-masked,2022
11-01-001-00001-000046,0.0,1.1947619915008545,0.6414694653259944,8.334561067029078,12.992919410113243,median-masked,2022
11-01-001-00001-000047,0.0,0.9439564347267152,0.5838310122747971,4.119981731329147,7.056805213680491,median-masked,2022
11-01-001-00001-000048,0.0,0.6611626148223877,0.2703573142755893,1.3792753219058342,5.101675631012768,median-masked,2022
11-01-001-00001-000049,0.0,1.2189538478851318,0.3433892775187255,1.9853085550195595,5.781510038301349,median-masked,2022
11-01-001-00001-000050,0.0,1.2189538478851318,0.3749355215465054,7.496260547262784,19.99346585338936,median-masked,2022
11-01-001-00001-000051,0.0,8.042854309082031,1.1241700105684127,151.94283388879478,135.16001357478672,median-masked,2022
11-01-001-00001-000052,0.0,0.5144153833389282,0.0339245168608044,0.2452351092605664,7.228846036829054,median-masked,2022
11-01-001-00001-000053,0.0,2.987365245819092,0.8772963460603144,33.196103365419496,37.83909908492569,median-masked,2022
11-01-001-00001-000054,0.0,0.6249540448188782,0.1861124332349124,0.881945000224178,4.738775292411447,median-masked,2022
11-01-001-00001-000055,0.0,3.5787718296051025,0.7965732484448478,25.669669238787343,32.22512090244345,median-masked,2022
11-01-001-00001-000056,0.589684247970581,3.5787718296051025,1.4695927730484744,39.27415847079915,26.72451796923997,median-masked,2022
11-01-001-00001-000057,0.6787611246109009,2.46779727935791,1.1642875359627292,12.745661642903704,10.947176920832137,median-masked,2022
11-01-001-00001-000058,0.0,0.8362604379653931,0.4184495143139552,1.9269674043253688,4.605017662607679,median-masked,2022
11-01-001-00001-000059,0.0,0.8515377044677734,0.6278384503987166,3.5580879328345008,5.667202973272651,median-masked,2022
11-01-001-00001-000060,0.0,1.0795035362243652,0.541265786558633,12.66582604516089,23.400381771200045,median-masked,2022
11-01-001-00001-000061,0.0,3.4641685485839844,1.7311445877955982,17.69687948510524,10.222646686976075,median-masked,2022
11-01-001-00001-000062,0.0,2.2267608642578125,0.6695208515547716,10.052508215854484,15.014481165912002,median-masked,2022
11-01-001-00001-000063,0.0,1.788706660270691,0.2396692563409295,1.3525046838356864,5.643213086586911,median-masked,2022
11-01-001-00001-000064,0.0,1.578537940979004,0.6790705309208228,28.019759188331047,41.26192775636446,median-masked,2022
11-01-001-00001-000065,0.0,0.820966362953186,0.1356573101211237,0.4383538501677844,3.2313323165290058,median-masked,2022
11-01-001-00001-000066,0.0,0.8372493386268616,0.2609073500459264,1.3860332252737066,5.312357911840081,median-masked,2022
11-01-001-00001-000067,0.0,1.578537940979004,0.8059726728016801,6.124483814663218,7.598872792266775,median-masked,2022
11-01-001-00001-000068,0.0,2.200888395309448,0.9936191925339978,6.099312285188227,6.138480748981237,median-masked,2022
11-01-001-00001-000069,0.0,0.976426601409912,0.1999545770094664,2.7409876611231705,13.708051609108225,median-masked,2022
11-01-001-00001-000070,0.0,0.9197741150856018,0.4804979724489589,4.286689716774999,8.921348189935088,median-masked,2022
11-01-001-00001-000071,0.0,0.9128458499908448,0.6287594061693448,6.961586306046764,11.0719398194924,median-masked,2022
11-01-001-00001-000072,0.0,0.0,0.0,0.0,10.032636070041915,median-masked,2022
11-01-001-00001-000073,0.0,0.4669051766395569,2.7765913137967187e-06,8.8789792081882e-06,3.1977983810829755,median-masked,2022
11-01-001-00001-000074,0.0,0.0,0.0,0.0,6.290083645842969,median-masked,2022
11-01-001-00001-000075,0.0,0.7509877681732178,0.2632157755635312,4.857949752677472,18.456149682810064,median-masked,2022
