shrid2,road_award_date_new,road_award_date_upg,road_comp_date_new,road_comp_date_upg,road_comp_date_stip_new,road_comp_date_stip_upg,road_sanc_year_new,road_sanc_year_upg,road_length_new,road_length_upg,road_cost_new,road_cost_upg,road_cost_sanc_new,road_cost_sanc_upg,road_cost_state_new,road_cost_state_upg,road_name_new,road_name_upg
11-01-012-00050-003085,2008-07-23,,2009-07-01,,2009-05-02,,2006.0,,2.0,,77.31,,89.56,,0.0,,Saimoo - Kamla,
11-01-012-00050-003086,,,,,,,,,,,,,,,,,,
11-01-012-00050-003087,,,,,,,,,,,,,,,,,,
11-01-012-00050-003088,,,,,,,,,,,,,,,,,,
11-01-012-00050-003089,,,,,,,,,,,,,,,,,,
11-01-012-00050-003090,,,,,,,,,,,,,,,,,,
11-01-012-00050-003091,,,,,,,,,,,,,,,,,,
11-01-012-00050-003092,,,,,,,,,,,,,,,,,,
11-01-012-00050-003093,2007-03-17,,2007-11-01,,2008-03-27,,2004.0,,4.0,,123.89,,126.42,,0.0,,Km 3rd RD 550 M of Noorpora-Baigund to Sail via Doonigung,
11-01-012-00050-003094,,,,,,,,,,,,,,,,,,
11-01-012-00050-003095,,,,,,,,,,,,,,,,,,
11-01-012-00050-003096,2007-03-17,,2007-11-01,,2008-03-27,,2004.0,,4.0,,123.89,,126.42,,0.0,,Km 3rd RD 550 M of Noorpora-Baigund to Sail via Doonigung,
11-01-012-00051-003097,,,,,,,,,,,,,,,,,,
11-01-012-00051-003098,,,,,,,,,,,,,,,,,,
11-01-012-00051-003099,,,,,,,,,,,,,,,,,,
11-01-012-00051-003100,,,,,,,,,,,,,,,,,,
11-01-012-00051-003101,,,,,,,,,,,,,,,,,,
11-01-012-00051-003102,,,,,,,,,,,,,,,,,,
11-01-012-00051-003103,,,,,,,,,,,,,,,,,,
11-01-012-00051-003104,,,,,,,,,,,,,,,,,,
11-01-012-00051-003105,,,,,,,,,,,,,,,,,,
11-01-012-00051-003106,,,,,,,,,,,,,,,,,,
11-01-012-00051-003108,,,,,,,,,,,,,,,,,,
11-01-012-00051-003109,,,,,,,,,,,,,,,,,,
11-01-012-00051-003110,,,,,,,,,,,,,,,,,,
11-01-012-00051-003111,,,,,,,,,,,,,,,,,,
11-01-012-00051-003112,2005-07-08,,2006-08-01,,2007-01-18,,2003.0,,1.0,,43.25,,44.33,,0.0,,Lelhar - Hajibal,
11-01-012-00051-003113,,,,,,,,,,,,,,,,,,
11-01-012-00051-003114,2011-03-12,,2012-07-01,,2012-03-22,,2007.0,,2.0,,50.47,,78.11,,0.0,,Banderpora Charat - Reshipora Cherat,
11-01-012-00051-003115,,,,,,,,,,,,,,,,,,
11-01-012-00051-003116,,,,,,,,,,,,,,,,,,
11-01-012-00051-003117,2011-04-09,,2012-07-01,,2012-04-19,,2007.0,,1.0,,43.61,,59.89,,0.0,,L027 - Rawathpora,
11-01-012-00051-003118,,,,,,,,,,,,,,,,,,
11-01-012-00051-003119,,,,,,,,,,,,,,,,,,
11-01-012-00051-003120,2011-06-01,,2012-07-01,,2012-06-10,,2007.0,,2.25,,73.46,,115.09,,0.0,,Kakapora - Dahoogam,
11-01-012-00051-003121,,,,,,,,,,,,,,,,,,
11-01-012-00051-003122,,,,,,,,,,,,,,,,,,
11-01-012-00051-003123,,,,,,,,,,,,,,,,,,
11-01-012-00051-003124,,,,,,,,,,,,,,,,,,
11-01-012-00051-003125,,,,,,,,,,,,,,,,,,
11-01-012-00051-003126,,,,,,,,,,,,,,,,,,
11-01-012-00051-003127,,,,,,,,,,,,,,,,,,
11-01-012-00051-003128,,,,,,,,,,,,,,,,,,
11-01-012-00051-003130,,,,,,,,,,,,,,,,,,
11-01-012-00051-003131,,,,,,,,,,,,,,,,,,
11-01-012-00051-003132,,,,,,,,,,,,,,,,,,
11-01-012-00051-003133,,,,,,,,,,,,,,,,,,
11-01-012-00051-003134,,,,,,,,,,,,,,,,,,
11-01-012-00051-003135,,,,,,,,,,,,,,,,,,
11-01-012-00051-003137,2007-01-18,,2007-09-01,,2007-07-02,,2004.0,,0.75,,17.81,,20.3,,0.0,,Narrow - Rekh Lajoora,
11-01-012-00051-003138,,,,,,,,,,,,,,,,,,
11-01-012-00051-003139,,,,,,,,,,,,,,,,,,
11-01-012-00051-003140,,,,,,,,,,,,,,,,,,
11-01-012-00051-003141,,2003-10-29,,2004-08-01,,2007-10-31,,2000.0,,0.68,,11.05,,13.64,,0.0,,Puchal to Bandpore
11-01-012-00051-003142,,,,,,,,,,,,,,,,,,
11-01-012-00051-003143,,,,,,,,,,,,,,,,,,
11-01-012-00051-003145,,,,,,,,,,,,,,,,,,
11-01-012-00051-003146,,,,,,,,,,,,,,,,,,
11-01-012-00051-003147,,,,,,,,,,,,,,,,,,
11-01-012-00051-003148,,,,,,,,,,,,,,,,,,
11-01-012-00051-003149,2010-12-08,,2011-10-01,,2011-12-18,,2007.0,,1.0,,28.61,,36.21,,0.0,,Kakapora Pinglina Road - Gandipora,
11-01-012-00051-003150,,,,,,,,,,,,,,,,,,
11-01-012-00051-003151,2008-08-05,,2009-04-01,,2009-02-18,,2006.0,,1.0,,34.62,,38.2,,0.0,,Kakapora Pinglina Road - Gandipora,
11-01-012-00051-003152,,,,,,,,,,,,,,,,,,
11-01-012-00051-003153,,,,,,,,,,,,,,,,,,
11-01-012-00051-003154,,,,,,,,,,,,,,,,,,
11-01-012-00051-003155,,,,,,,,,,,,,,,,,,
11-01-012-00051-003156,2008-09-25,,2009-09-01,,2009-04-05,,2006.0,,1.75,,42.08,,42.9,,0.0,,Newa - Wogragund,
11-01-012-00051-003157,,,,,,,,,,,,,,,,,,
11-01-012-00051-003158,,,,,,,,,,,,,,,,,,
11-01-012-00051-003159,,,,,,,,,,,,,,,,,,
11-01-012-00051-003160,,,,,,,,,,,,,,,,,,
11-01-012-00051-003161,,,,,,,,,,,,,,,,,,
11-01-012-00051-003162,,,,,,,,,,,,,,,,,,
11-01-012-00051-003163,,,,,,,,,,,,,,,,,,
11-01-012-00051-003164,,,,,,,,,,,,,,,,,,
11-01-012-00051-003165,2008-09-10,,2009-05-01,,2009-03-20,,2006.0,,1.4,,37.49,,39.23,,0.0,,Karimabad - Chiva Khurd,
11-01-012-00051-003166,2008-09-04,,2009-04-01,,2009-03-15,,2006.0,,0.85,,40.05,,44.05,,0.0,,Monghama - Chanapora,
11-01-012-00051-003167,2011-01-19,,2011-10-01,,2012-01-29,,2007.0,,1.4,,38.82,,52.99,,0.0,,Karimabad - Chiva Khurd,
11-01-012-00051-003168,,,,,,,,,,,,,,,,,,
11-01-012-00051-003169,,,,,,,,,,,,,,,,,,
11-01-012-00051-003170,,,,,,,,,,,,,,,,,,
11-01-012-00051-003171,,,,,,,,,,,,,,,,,,
11-01-012-00051-003172,,,,,,,,,,,,,,,,,,
11-01-012-00051-003173,2008-08-05,,2010-03-01,,2009-02-18,,2006.0,,0.75,,32.43,,35.86,,0.0,,Tengpona Pathan Road KmIst RD 500 - Mukhdom Mohalla,
11-01-012-00051-003174,,,,,,,,,,,,,,,,,,
11-01-012-00051-003175,,,,,,,,,,,,,,,,,,
11-01-012-00051-003176,,,,,,,,,,,,,,,,,,
11-01-012-00051-003177,,,,,,,,,,,,,,,,,,
11-01-012-00051-003178,2005-07-08,,2007-09-01,,2007-10-01,,2003.0,,4.43,,169.02,,176.56,,0.0,,Chandgam - Banderpora,
11-01-012-00051-003179,,,,,,,,,,,,,,,,,,
11-01-012-00051-003180,,,,,,,,,,,,,,,,,,
11-01-012-00051-003181,,,,,,,,,,,,,,,,,,
11-01-012-00051-003182,,,,,,,,,,,,,,,,,,
11-01-012-00051-003183,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-012-00051-003184,,,,,,,,,,,,,,,,,,
11-01-012-00051-003185,,2002-07-15,,2004-08-01,,2007-10-31,,2000.0,,4.32,,93.17,,93.7,,0.0,,Ashminder to Tikken
11-01-012-00051-003186,,,,,,,,,,,,,,,,,,
11-01-012-00051-003187,,,,,,,,,,,,,,,,,,
11-01-012-00051-003188,,,,,,,,,,,,,,,,,,
11-01-012-00051-003189,2007-01-18,,2007-09-01,,2007-10-28,,2004.0,,4.0,,79.07,,82.67,,0.0,,Thokerpora - Tujan,
11-01-012-00051-003190,2007-01-18,,2007-09-01,,2007-10-28,,2004.0,,4.0,,79.07,,82.67,,0.0,,Thokerpora - Tujan,
11-01-012-00051-003191,,,,,,,,,,,,,,,,,,
11-01-012-00051-003192,,,,,,,,,,,,,,,,,,
11-01-012-00051-003193,,,,,,,,,,,,,,,,,,
11-01-012-00051-003194,,,,,,,,,,,,,,,,,,
11-01-012-00051-003195,,,,,,,,,,,,,,,,,,
11-01-012-00051-003196,,,,,,,,,,,,,,,,,,
11-01-012-00051-003197,,,,,,,,,,,,,,,,,,
11-01-012-00051-003198,,,,,,,,,,,,,,,,,,
11-01-012-00051-003199,,,,,,,,,,,,,,,,,,
11-01-012-00051-003200,,,,,,,,,,,,,,,,,,
11-01-012-00051-003201,,2002-07-15,,2004-08-01,,2007-10-31,,2000.0,,4.32,,93.17,,93.7,,0.0,,Ashminder to Tikken
11-01-012-00051-003202,,,,,,,,,,,,,,,,,,
11-01-012-00051-003203,,2002-07-15,,2004-08-01,,2007-10-31,,2000.0,,4.32,,93.17,,93.7,,0.0,,Ashminder to Tikken
11-01-012-00051-003204,,,,,,,,,,,,,,,,,,
11-01-012-00051-003205,,,,,,,,,,,,,,,,,,
11-01-012-00051-003206,,,,,,,,,,,,,,,,,,
11-01-012-00051-003207,,,,,,,,,,,,,,,,,,
11-01-012-00051-003208,,,,,,,,,,,,,,,,,,
11-01-012-00051-003209,2008-08-02,,2009-09-01,,2009-02-12,,2006.0,,1.0,,27.57,,29.14,,0.0,,Trichal - CheckiTrichal,
11-01-012-00051-003210,,,,,,,,,,,,,,,,,,
11-01-012-00051-003211,,,,,,,,,,,,,,,,,,
11-01-012-00051-003212,,,,,,,,,,,,,,,,,,
11-01-012-00051-003213,2012-08-09,,2012-12-01,,2013-06-01,,2005.0,,0.95,,87.49,,93.55,,0.0,,Kumar Mohalla - Aparipora,
11-01-012-00051-003214,,,,,,,,,,,,,,,,,,
11-01-012-00051-003215,,,,,,,,,,,,,,,,,,
11-01-012-00051-003216,,,,,,,,,,,,,,,,,,
11-01-012-00051-003217,2010-02-25,,2011-05-01,,2011-03-05,,2006.0,,1.0,,70.49,,103.67,,0.0,,Mirpora - Audoora,
11-01-012-00051-003218,,,,,,,,,,,,,,,,,,
11-01-012-00051-003219,,,,,,,,,,,,,,,,,,
11-01-012-00051-003220,,,,,,,,,,,,,,,,,,
11-01-012-00051-003221,2007-09-19,,2013-11-01,,2009-03-27,,2005.0,,0.9,,122.37,,167.03,,0.0,,Chakura - Graw Gund,
11-01-012-00051-003222,,,,,,,,,,,,,,,,,,
11-01-012-00051-003223,,,,,,,,,,,,,,,,,,
11-01-012-00051-003224,,,,,,,,,,,,,,,,,,
11-01-012-00051-003225,,,,,,,,,,,,,,,,,,
11-01-012-00051-003226,,,,,,,,,,,,,,,,,,
11-01-012-00051-003227,,,,,,,,,,,,,,,,,,
11-01-012-00051-003228,,,,,,,,,,,,,,,,,,
11-01-012-00051-003229,,,,,,,,,,,,,,,,,,
11-01-012-00051-003230,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-012-00051-003231,,,,,,,,,,,,,,,,,,
11-01-012-00051-003232,,,,,,,,,,,,,,,,,,
11-01-012-00051-003233,,,,,,,,,,,,,,,,,,
11-01-012-00051-003234,,,,,,,,,,,,,,,,,,
11-01-012-00051-003235,,,,,,,,,,,,,,,,,,
11-01-012-00051-003236,,,,,,,,,,,,,,,,,,
11-01-012-00051-003237,,,,,,,,,,,,,,,,,,
11-01-012-00051-003238,,,,,,,,,,,,,,,,,,
11-01-012-00051-003239,,,,,,,,,,,,,,,,,,
11-01-012-00051-003240,,,,,,,,,,,,,,,,,,
11-01-012-00051-003241,2004-01-31,,2004-12-01,,2008-03-31,,2001.0,,1.9,,55.99,,56.3,,0.0,,Kanidajan to Wasimarg,
11-01-012-00051-003242,2008-11-10,,2012-12-01,,2009-11-20,,2006.0,,3.0,,83.18,,114.22,,0.0,,T02 Keller Sangerwani - Aditrag,
11-01-012-00051-003243,,,,,,,,,,,,,,,,,,
11-01-012-00051-003244,,,,,,,,,,,,,,,,,,
11-01-012-00051-003245,,,,,,,,,,,,,,,,,,
11-01-012-00051-003246,,,,,,,,,,,,,,,,,,
11-01-012-00051-003247,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-012-00051-003248,,,,,,,,,,,,,,,,,,
11-01-012-00051-003249,,,,,,,,,,,,,,,,,,
11-01-012-00051-003250,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-012-00051-003251,,,,,,,,,,,,,,,,,,
11-01-012-00051-003252,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-012-00051-003253,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-012-00051-003254,,,,,,,,,,,,,,,,,,
11-01-012-00051-003255,,,,,,,,,,,,,,,,,,
11-01-012-00051-003256,,,,,,,,,,,,,,,,,,
11-01-012-00051-003257,,,,,,,,,,,,,,,,,,
11-01-012-00051-003258,,,,,,,,,,,,,,,,,,
11-01-012-00051-003259,,,,,,,,,,,,,,,,,,
11-01-012-00051-003260,,,,,,,,,,,,,,,,,,
11-01-012-00051-003261,,,,,,,,,,,,,,,,,,
11-01-012-00051-003262,,,,,,,,,,,,,,,,,,
11-01-012-00051-003263,2008-09-10,,2009-04-01,,2009-06-20,,2006.0,,2.5,,56.38,,67.93,,0.0,,Pirpora - Rakhi Chindran,
11-01-012-00051-003264,,,,,,,,,,,,,,,,,,
11-01-012-00051-003265,,,,,,,,,,,,,,,,,,
11-01-012-00051-003266,,,,,,,,,,,,,,,,,,
11-01-012-00051-003267,,,,,,,,,,,,,,,,,,
11-01-012-00051-003268,,,,,,,,,,,,,,,,,,
11-01-012-00051-003269,,,,,,,,,,,,,,,,,,
11-01-012-00051-003270,,,,,,,,,,,,,,,,,,
11-01-012-00051-003271,,,,,,,,,,,,,,,,,,
11-01-012-00051-003272,,,,,,,,,,,,,,,,,,
11-01-012-00051-003273,,,,,,,,,,,,,,,,,,
11-01-012-00051-003274,,,,,,,,,,,,,,,,,,
11-01-012-00051-003275,,,,,,,,,,,,,,,,,,
11-01-012-00051-003276,,,,,,,,,,,,,,,,,,
11-01-012-00051-003277,,,,,,,,,,,,,,,,,,
11-01-012-00051-003278,,,,,,,,,,,,,,,,,,
11-01-012-00051-003279,,,,,,,,,,,,,,,,,,
11-01-012-00051-003280,,,,,,,,,,,,,,,,,,
11-01-012-00051-003284,,,,,,,,,,,,,,,,,,
11-01-012-00051-003287,,,,,,,,,,,,,,,,,,
11-01-013-00052-003288,,,,,,,,,,,,,,,,,,
11-01-013-00052-003289,,,,,,,,,,,,,,,,,,
11-01-013-00052-003290,,,,,,,,,,,,,,,,,,
11-01-013-00052-003291,,,,,,,,,,,,,,,,,,
11-01-013-00052-003292,,,,,,,,,,,,,,,,,,
11-01-013-00052-003293,2008-09-10,,2009-08-01,,2009-06-20,,2006.0,,2.25,,56.54,,57.55,,0.0,,Diyaro - Adva,
11-01-013-00052-003294,2008-09-10,,2009-08-01,,2009-06-20,,2006.0,,2.25,,56.54,,57.55,,0.0,,Diyaro - Adva,
11-01-013-00052-003295,,,,,,,,,,,,,,,,,,
11-01-013-00052-003296,,,,,,,,,,,,,,,,,,
11-01-013-00052-003297,,,,,,,,,,,,,,,,,,
11-01-013-00052-003298,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003299,,,,,,,,,,,,,,,,,,
11-01-013-00052-003300,,,,,,,,,,,,,,,,,,
11-01-013-00052-003301,,2003-03-17,,2004-03-01,,2005-10-31,,2000.0,,4.1,,63.7,,64.87,,0.0,,ADOORA TO KEEGAM
11-01-013-00052-003302,,,,,,,,,,,,,,,,,,
11-01-013-00052-003303,,,,,,,,,,,,,,,,,,
11-01-013-00052-003304,,2003-03-17,,2004-03-01,,2005-10-31,,2000.0,,4.1,,63.7,,64.87,,0.0,,ADOORA TO KEEGAM
11-01-013-00052-003305,,2003-03-17,,2004-03-01,,2005-10-31,,2000.0,,4.1,,63.7,,64.87,,0.0,,ADOORA TO KEEGAM
11-01-013-00052-003306,,2003-03-17,,2004-03-01,,2005-10-31,,2000.0,,4.1,,63.7,,64.87,,0.0,,ADOORA TO KEEGAM
11-01-013-00052-003307,,,,,,,,,,,,,,,,,,
11-01-013-00052-003308,,,,,,,,,,,,,,,,,,
11-01-013-00052-003309,,,,,,,,,,,,,,,,,,
11-01-013-00052-003310,2008-09-10,,2009-04-01,,2009-06-20,,2006.0,,2.5,,56.38,,67.93,,0.0,,Pirpora - Rakhi Chindran,
11-01-013-00052-003311,2008-09-10,,2009-04-01,,2009-06-20,,2006.0,,2.5,,56.38,,67.93,,0.0,,Pirpora - Rakhi Chindran,
11-01-013-00052-003312,2008-09-10,,2009-04-01,,2009-06-20,,2006.0,,2.5,,56.38,,67.93,,0.0,,Pirpora - Rakhi Chindran,
11-01-013-00052-003313,,,,,,,,,,,,,,,,,,
11-01-013-00052-003314,,,,,,,,,,,,,,,,,,
11-01-013-00052-003315,,,,,,,,,,,,,,,,,,
11-01-013-00052-003316,2008-08-02,,2009-09-01,,2009-05-12,,2006.0,,2.0,,90.39,,92.04,,0.0,,Noolie - Mugalpora,
11-01-013-00052-003317,,,,,,,,,,,,,,,,,,
11-01-013-00052-003318,2008-11-11,,2009-09-01,,2009-11-21,,2006.0,,3.1,,104.38,,126.78,,0.0,,Km1stRD600ChittragamKashewRoad - Hefkuri,
11-01-013-00052-003319,,,,,,,,,,,,,,,,,,
11-01-013-00052-003320,,,,,,,,,,,,,,,,,,
11-01-013-00052-003321,,,,,,,,,,,,,,,,,,
11-01-013-00052-003322,,,,,,,,,,,,,,,,,,
11-01-013-00052-003323,2011-03-28,,2013-01-01,,2012-04-08,,2007.0,,2.5,,70.44,,89.14,,0.0,,Chitragam - Kashew,
11-01-013-00052-003324,,,,,,,,,,,,,,,,,,
11-01-013-00052-003325,,,,,,,,,,,,,,,,,,
11-01-013-00052-003326,,,,,,,,,,,,,,,,,,
11-01-013-00052-003327,,,,,,,,,,,,,,,,,,
11-01-013-00052-003328,,,,,,,,,,,,,,,,,,
11-01-013-00052-003329,,,,,,,,,,,,,,,,,,
11-01-013-00052-003330,2006-11-06,,2007-08-01,,2007-11-16,,2004.0,,3.5,,74.75,,79.49,,0.0,,Wangam - Matribugh,
11-01-013-00052-003331,,,,,,,,,,,,,,,,,,
11-01-013-00052-003332,,,,,,,,,,,,,,,,,,
11-01-013-00052-003333,,,,,,,,,,,,,,,,,,
11-01-013-00052-003334,2011-01-03,,2013-07-01,,2012-01-13,,2007.0,,1.8,,66.08,,86.74,,0.0,,L028 Durapora - Cherimarg,
11-01-013-00052-003335,,,,,,,,,,,,,,,,,,
11-01-013-00052-003336,,,,,,,,,,,,,,,,,,
11-01-013-00052-003338,,,,,,,,,,,,,,,,,,
11-01-013-00052-003339,,,,,,,,,,,,,,,,,,
11-01-013-00052-003340,,,,,,,,,,,,,,,,,,
11-01-013-00052-003341,,,,,,,,,,,,,,,,,,
11-01-013-00052-003342,,,,,,,,,,,,,,,,,,
11-01-013-00052-003343,,,,,,,,,,,,,,,,,,
11-01-013-00052-003344,,,,,,,,,,,,,,,,,,
11-01-013-00052-003345,,,,,,,,,,,,,,,,,,
11-01-013-00052-003346,,,,,,,,,,,,,,,,,,
11-01-013-00052-003347,,,,,,,,,,,,,,,,,,
11-01-013-00052-003348,,,,,,,,,,,,,,,,,,
11-01-013-00052-003349,,,,,,,,,,,,,,,,,,
11-01-013-00052-003350,,,,,,,,,,,,,,,,,,
11-01-013-00052-003351,2007-10-03,,2012-10-01,,2009-04-09,,2005.0,,3.65,,216.9,,249.18,,0.0,,Humhama - Noriposhwari (Noolie),
11-01-013-00052-003352,2007-10-03,,2012-10-01,,2009-04-09,,2005.0,,3.65,,216.9,,249.18,,0.0,,Humhama - Noriposhwari (Noolie),
11-01-013-00052-003353,,,,,,,,,,,,,,,,,,
11-01-013-00052-003354,,,,,,,,,,,,,,,,,,
11-01-013-00052-003355,2007-10-03,,2012-10-01,,2009-04-09,,2005.0,,3.65,,216.9,,249.18,,0.0,,Humhama - Noriposhwari (Noolie),
11-01-013-00052-003356,2007-10-03,,2012-10-01,,2009-04-09,,2005.0,,3.65,,216.9,,249.18,,0.0,,Humhama - Noriposhwari (Noolie),
11-01-013-00052-003357,,,,,,,,,,,,,,,,,,
11-01-013-00052-003358,2008-11-11,,2009-09-01,,2009-11-21,,2006.0,,3.1,,104.38,,126.78,,0.0,,Km1stRD600ChittragamKashewRoad - Hefkuri,
11-01-013-00052-003359,2007-10-03,,2012-10-01,,2009-04-09,,2005.0,,3.65,,216.9,,249.18,,0.0,,Humhama - Noriposhwari (Noolie),
11-01-013-00052-003360,,,,,,,,,,,,,,,,,,
11-01-013-00052-003361,,,,,,,,,,,,,,,,,,
11-01-013-00052-003362,,,,,,,,,,,,,,,,,,
11-01-013-00052-003364,,,,,,,,,,,,,,,,,,
11-01-013-00052-003365,,,,,,,,,,,,,,,,,,
11-01-013-00052-003366,,,,,,,,,,,,,,,,,,
11-01-013-00052-003367,,,,,,,,,,,,,,,,,,
11-01-013-00052-003368,,,,,,,,,,,,,,,,,,
11-01-013-00052-003369,,,,,,,,,,,,,,,,,,
11-01-013-00052-003370,,,,,,,,,,,,,,,,,,
11-01-013-00052-003371,,,,,,,,,,,,,,,,,,
11-01-013-00052-003372,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003373,,,,,,,,,,,,,,,,,,
11-01-013-00052-003375,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003376,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003377,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003378,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003379,2006-12-12,,2007-10-01,,2007-08-22,,2004.0,,1.5,,82.15,,84.83,,0.0,,keller - Chowan,
11-01-013-00052-003380,2006-12-12,,2007-08-01,,2007-09-22,,2004.0,,1.7,,74.43,,75.85,,0.0,,Keller - Zampathri,
11-01-013-00052-003381,,,,,,,,,,,,,,,,,,
11-01-013-00052-003382,2007-01-23,,2007-09-01,,2007-11-03,,2004.0,,3.0,,54.67,,56.69,,0.0,,Keller - Pahlipora,
11-01-013-00052-003383,2008-11-01,,2009-08-01,,2009-08-10,,2006.0,,2.5,,64.68,,68.24,,0.0,,Naserpora - Mukam-i-Dunaroo,
11-01-013-00052-003384,,,,,,,,,,,,,,,,,,
11-01-013-00052-003385,2007-10-01,,2008-08-01,,2008-10-11,,2004.0,,3.0,,121.25,,123.11,,0.0,,Vishru - Zrakan-Shalidar,
11-01-013-00052-003386,,,,,,,,,,,,,,,,,,
11-01-013-00052-003387,,2008-11-15,,2012-07-01,,2010-05-25,,2006.0,,21.5,,1331.17,,1343.21,,0.0,,Pulwama - Keller Sangerwani Road RD0-RD21500
11-01-013-00052-003388,2007-01-06,,2007-12-01,,2008-01-16,,2004.0,,2.5,,107.14,,110.16,,0.0,,Gatipora - Kathauhallan,
11-01-013-00052-003389,,,,,,,,,,,,,,,,,,
11-01-013-00052-003390,,,,,,,,,,,,,,,,,,
11-01-013-00052-003391,,,,,,,,,,,,,,,,,,
11-01-013-00052-003392,2006-12-12,,2007-08-01,,2007-09-22,,2004.0,,1.0,,49.05,,50.6,,0.0,,Arigammastpora(t03) Km 9th R.D 750 - Ballpora,
11-01-013-00052-003393,,,,,,,,,,,,,,,,,,
11-01-013-00052-003394,,,,,,,,,,,,,,,,,,
11-01-013-00052-003395,,,,,,,,,,,,,,,,,,
11-01-013-00052-003396,,,,,,,,,,,,,,,,,,
11-01-013-00052-003397,,,,,,,,,,,,,,,,,,
11-01-013-00052-003398,,,,,,,,,,,,,,,,,,
11-01-013-00052-003399,,,,,,,,,,,,,,,,,,
11-01-013-00052-003400,,,,,,,,,,,,,,,,,,
11-01-013-00052-003401,,,,,,,,,,,,,,,,,,
11-01-013-00052-003402,,,,,,,,,,,,,,,,,,
11-01-013-00052-003403,,,,,,,,,,,,,,,,,,
11-01-013-00052-003404,,,,,,,,,,,,,,,,,,
11-01-013-00052-003405,,,,,,,,,,,,,,,,,,
11-01-013-00052-003406,,,,,,,,,,,,,,,,,,
11-01-013-00052-003407,,,,,,,,,,,,,,,,,,
11-01-013-00052-003408,,,,,,,,,,,,,,,,,,
11-01-013-00052-003409,,,,,,,,,,,,,,,,,,
11-01-013-00052-003410,,,,,,,,,,,,,,,,,,
11-01-013-00052-003411,,,,,,,,,,,,,,,,,,
11-01-013-00052-003412,,,,,,,,,,,,,,,,,,
11-01-013-00052-003413,,,,,,,,,,,,,,,,,,
11-01-013-00052-003414,,,,,,,,,,,,,,,,,,
11-01-013-00052-003415,,,,,,,,,,,,,,,,,,
11-01-013-00052-003416,,,,,,,,,,,,,,,,,,
11-01-013-00052-003417,,,,,,,,,,,,,,,,,,
11-01-013-00052-003418,,,,,,,,,,,,,,,,,,
11-01-013-00052-003419,,,,,,,,,,,,,,,,,,
11-01-013-00052-003420,,,,,,,,,,,,,,,,,,
11-01-013-00052-003421,,,,,,,,,,,,,,,,,,
11-01-013-00052-003422,2002-03-14,,2005-11-01,,2002-07-18,,2000.0,,1.89,,52.76,,52.91,,0.0,,Sofanamun to Pahnoo,
11-01-013-00052-003423,,,,,,,,,,,,,,,,,,
11-01-013-00052-003424,2006-11-07,,2010-06-01,,2007-11-17,,2004.0,,4.0,,77.94,,101.04,,0.0,,Karewazawoora - Chanchmarg,
11-01-013-00052-003425,,,,,,,,,,,,,,,,,,
11-01-013-00052-003426,2007-01-06,,2007-12-01,,2008-01-16,,2004.0,,2.5,,107.14,,110.16,,0.0,,Gatipora - Kathauhallan,
11-01-013-00052-003427,,,,,,,,,,,,,,,,,,
11-01-013-00052-003428,,,,,,,,,,,,,,,,,,
11-01-013-00052-003429,,,,,,,,,,,,,,,,,,
11-01-013-00052-003430,,,,,,,,,,,,,,,,,,
11-01-013-00052-003431,,,,,,,,,,,,,,,,,,
11-01-013-00052-003432,,,,,,,,,,,,,,,,,,
11-01-013-00052-003433,,,,,,,,,,,,,,,,,,
11-01-013-00052-003434,,,,,,,,,,,,,,,,,,
