shrid2,pc11_vd_t_hh,pc11_vd_t_p,pc11_vd_t_m,pc11_vd_t_f,pc11_vd_sc_p,pc11_vd_sc_m,pc11_vd_sc_f,pc11_vd_st_p,pc11_vd_st_m,pc11_vd_st_f,pc11_vd_p_p_sch_gov_status,pc11_vd_p_p_sch_gov,pc11_vd_p_p_sch_priv_status,pc11_vd_p_p_sch_priv,pc11_vd_p_p_sch_near_status,pc11_vd_p_sch_gov_status,pc11_vd_p_sch_gov,pc11_vd_p_sch_priv_status,pc11_vd_p_sch_priv,pc11_vd_p_sch_near_status,pc11_vd_m_sch_gov_status,pc11_vd_m_sch_gov,pc11_vd_m_sch_priv_status,pc11_vd_m_sch_priv,pc11_vd_m_sch_near_status,pc11_vd_s_sch_gov_status,pc11_vd_s_sch_gov,pc11_vd_s_sch_priv_status,pc11_vd_s_sch_priv,pc11_vd_s_sch_near_status,pc11_vd_s_s_sch_gov_status,pc11_vd_s_s_sch_gov,pc11_vd_s_s_sch_priv_status,pc11_vd_s_s_sch_priv,pc11_vd_s_s_sch_near_status,pc11_vd_a_s_coll_gov_status,pc11_vd_a_s_coll_gov,pc11_vd_a_s_coll_priv_status,pc11_vd_a_s_coll_priv,pc11_vd_a_s_coll_near_status,pc11_vd_engg_coll_gov_status,pc11_vd_engg_coll_gov,pc11_vd_engg_coll_priv_status,pc11_vd_engg_coll_priv,pc11_vd_engg_coll_near_status,pc11_vd_medi_coll_gov_status,pc11_vd_medi_coll_gov,pc11_vd_medi_coll_priv_status,pc11_vd_medi_coll_priv,pc11_vd_medi_coll_near_status,pc11_vd_mgt_inst_gov_status,pc11_vd_mgt_inst_gov,pc11_vd_mgt_inst_priv_status,pc11_vd_mgt_inst_priv,pc11_vd_mgt_inst_near_status,pc11_vd_poly_gov_status,pc11_vd_poly_gov,pc11_vd_poly_priv_status,pc11_vd_poly_priv,pc11_vd_poly_near_status,pc11_vd_voct_sch_gov_status,pc11_vd_voct_sch_gov,pc11_vd_voct_sch_priv_status,pc11_vd_voct_sch_priv,pc11_vd_voct_sch_near_status,pc11_vd_tr_sch_nf_gov_status,pc11_vd_tr_sch_nf_gov,pc11_vd_tr_sch_nf_priv_status,pc11_vd_tr_sch_nf_priv,pc11_vd_tr_sch_nf_near_status,pc11_vd_disab_sch_gov_status,pc11_vd_disab_sch_gov,pc11_vd_disab_sch_priv_status,pc11_vd_disab_sch_priv,pc11_vd_disab_sch_near_status,pc11_vd_oth_sch_gov_status,pc11_vd_oth_sch_gov,pc11_vd_oth_sch_priv_status,pc11_vd_oth_sch_priv,pc11_vd_oth_sch_near_status,pc11_vd_ch_cntr,pc11_vd_ch_cntr_doc_tot,pc11_vd_ch_cntr_doc_pos,pc11_vd_ch_cntr_pmed_tot,pc11_vd_ch_cntr_pmed_pos,pc11_vd_ph_cntr,pc11_vd_ph_cntr_doc_tot,pc11_vd_ph_cntr_doc_pos,pc11_vd_ph_cntr_pmed_tot,pc11_vd_ph_cntr_pmed_pos,pc11_vd_phs_cntr,pc11_vd_phs_cntr_doc_tot,pc11_vd_phs_cntr_doc_pos,pc11_vd_phs_cntr_pmed_tot,pc11_vd_mcw_cntr,pc11_vd_mcw_cntr_doc_tot,pc11_vd_mcw_cntr_doc_pos,pc11_vd_mcw_cntr_pmed_tot,pc11_vd_mcw_cntr_pmed_pos,pc11_vd_tb_cln,pc11_vd_tb_cln_doc_tot,pc11_vd_tb_cln_doc_pos,pc11_vd_tb_cln_pmed_tot,pc11_vd_tb_cln_pmed_pos,pc11_vd_all_hosp,pc11_vd_all_hosp_doc_tot,pc11_vd_all_hosp_doc_pos,pc11_vd_all_hosp_pmed_tot,pc11_vd_all_hosp_pmed_pos,pc11_vd_altmed_hosp,pc11_vd_altmed_hosp_doc_tot,pc11_vd_altmed_hosp_doc_pos,pc11_vd_altmed_hosp_pmed_tot,pc11_vd_altmed_hosp_pmed_pos,pc11_vd_disp,pc11_vd_all_disp_doc_tot,pc11_vd_all_disp_doc_pos,pc11_vd_all_disp_pmed_tot,pc11_vd_all_disp_pmed_pos,pc11_vd_vet_hosp,pc11_vd_vet_hosp_doc_tot,pc11_vd_vet_hosp_doc_pos,pc11_vd_vet_hosp_pmed_tot,pc11_vd_vet_hosp_pmed_pos,pc11_vd_mh_cln,pc11_vd_mh_cln_doc_tot,pc11_vd_mh_cln_doc_pos,pc11_vd_mh_cln_pmed_tot,pc11_vd_mh_cln_pmed_pos,pc11_vd_fwc_cntr,pc11_vd_fwc_cntr_doc_tot,pc11_vd_fwc_cntr_doc_pos,pc11_vd_fwc_cntr_pmed_tot,pc11_vd_fwc_cntr_pmed_pos,pc11_vd_med_out_pat,pc11_vd_med_in_out_pat,pc11_vd_med_c_hosp_home,pc11_vd_med_prac_mbbs,pc11_vd_med_prac_other,pc11_vd_med_prac_nodeg,pc11_vd_med_trad_fth,pc11_vd_med_shops,pc11_vd_med_oth_fac,pc11_vd_wat_tap_trt,pc11_vd_wat_tap_trt_allyr,pc11_vd_wat_tap_trt_sum,pc11_vd_wat_tap_untrt,pc11_vd_wat_tap_untrt_allyr,pc11_vd_wat_tap_untrt_sum,pc11_vd_wat_cov_well,pc11_vd_wat_cov_well_allyr,pc11_vd_wat_cov_well_sum,pc11_vd_wat_uncov_well,pc11_vd_wat_uncov_well_allyr,pc11_vd_wat_uncov_well_sum,pc11_vd_wat_handpump,pc11_vd_wat_handpump_allyr,pc11_vd_wat_handpump_sum,pc11_vd_wat_tubewell,pc11_vd_wat_tubewell_allyr,pc11_vd_wat_tubewell_sum,pc11_vd_wat_spring,pc11_vd_wat_spring_allyr,pc11_vd_wat_spring_sum,pc11_vd_wat_rivcan,pc11_vd_wat_rivcan_allyr,pc11_vd_wat_rivcan_sum,pc11_vd_wat_tnkpndlk,pc11_vd_wat_tnkpndlk_allyr,pc11_vd_wat_tnkpndlk_sum,pc11_vd_wat_oth,pc11_vd_wat_oth_allyr,pc11_vd_wat_oth_sum,pc11_vd_san_cls_drn,pc11_vd_san_opn_drn,pc11_vd_san_no_drn,pc11_vd_san_opn_pk_drn_cov,pc11_vd_san_opn_pk_drn_uncov,pc11_vd_san_opn_kut_drn,pc11_vd_san_drn_disch_wbsp,pc11_vd_san_tsc,pc11_vd_san_ctc_ib,pc11_vd_san_ctc_eb,pc11_vd_san_rpc_sho,pc11_vd_san_rpm_sho,pc11_vd_san_cwds,pc11_vd_san_biogs_rcyl,pc11_vd_san_no_wst_sys,pc11_vd_post_off,pc11_vd_s_post_off,pc11_vd_post_tele,pc11_vd_pincd_status,pc11_vd_phone,pc11_vd_pco,pc11_vd_mobl_cov,pc11_vd_int_caf_csc,pc11_vd_cour_priv,pc11_vd_bus_gov,pc11_vd_bus_priv,pc11_vd_rs_fac,pc11_vd_auto,pc11_vd_taxi,pc11_vd_vans,pc11_vd_trctr,pc11_vd_cyrick_man,pc11_vd_cyrick_mac,pc11_vd_ani_cart,pc11_vd_ferry,pc11_vd_rd_nhw,pc11_vd_rd_shw,pc11_vd_rd_mdr,pc11_vd_rd_odr,pc11_vd_rd_p_btr,pc11_vd_rd_k_grav,pc11_vd_rd_wbm,pc11_vd_rd_all_wthr,pc11_vd_rd_nav_wat,pc11_vd_rd_ftph,pc11_vd_atm,pc11_vd_comm_bank,pc11_vd_coop_bank,pc11_vd_acs,pc11_vd_shg,pc11_vd_pds,pc11_vd_mrkt,pc11_vd_wkl_haat,pc11_vd_ams,pc11_vd_nc_icds,pc11_vd_nc_agwd,pc11_vd_nc_oth,pc11_vd_asha,pc11_vd_com_cntr,pc11_vd_sp_fld,pc11_vd_sp_cl,pc11_vd_cine_hall,pc11_vd_pub_lib,pc11_vd_pub_rr,pc11_vd_news_pap,pc11_vd_poll_st,pc11_vd_bdro,pc11_vd_power_dom,pc11_vd_power_dom_win,pc11_vd_power_agr,pc11_vd_power_agr_sum,pc11_vd_power_agr_win,pc11_vd_power_com,pc11_vd_power_all,pc11_vd_power_all_sum,pc11_vd_power_all_win,pc11_vd_area,pc11_vd_phs_cntr_pmed_pos,pc11_vd_power_dom_sum,pc11_vd_power_com_sum,pc11_vd_power_com_win,pc11_vd_land_fores,pc11_vd_land_non_agri,pc11_vd_land_uncult,pc11_vd_land_pst_grz,pc11_vd_land_misc_trcp,pc11_vd_land_cult_waste,pc11_vd_land_fallow,pc11_vd_land_cur_fal,pc11_vd_land_nt_swn,pc11_vd_land_un_irr,pc11_vd_land_src_irr,pc11_vd_land_canal_irr,pc11_vd_land_wl_tw_irr,pc11_vd_land_tnk_lk_irr,pc11_vd_land_w_fall_irr,pc11_vd_land_oth_src_irr,pc11_vd_subdistrict_hq_dist,pc11_vd_district_hq_dist,pc11_vd_town_dist,pc11_vd_s_town_dist,pc11_vd_wi_st_town_dist,pc11_vd_out_st_town_dist,pc11_vd_atm_dist,land_flag,dist_flag,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
11-01-001-00001-000001,130.0,130.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.400001525878906,,0.0,0.0,0.0,0.0,13.399999618530272,0.0,0.0,0.0,7.300000190734863,0.0,0.0,15.699999809265137,0.699999988079071,15.0,15.0,0.0,0.0,0.0,0.0,65.0,65.0,74.0,65.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000002,400.0,3770.0,2556.0,1214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,3.0,0.0,0.0,,1.0,2.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,237.5500030517578,0.0,6.0,0.0,0.0,0.0,111.69000244140624,0.0,0.0,0.0,42.4900016784668,0.0,0.0,83.37000274658203,26.0,57.060001373291016,57.060001373291016,0.0,0.0,0.0,0.0,50.0,50.0,72.0,50.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000005,528.0,5255.0,2745.0,2510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,4.0,0.0,0.0,,1.0,3.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,355.29998779296875,0.0,7.0,0.0,0.0,0.0,178.10000610351562,0.0,0.0,0.0,64.0,0.0,0.0,113.1999969482422,41.59999847412109,71.5999984741211,71.5999984741211,0.0,0.0,0.0,0.0,72.0,72.0,7.0,72.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000006,354.0,3001.0,2046.0,955.0,0.0,0.0,0.0,349.0,176.0,173.0,0.0,0.0,1.0,1.0,,1.0,3.0,0.0,0.0,,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,146.5,0.0,12.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,38.79999923706055,0.0,0.0,58.70000076293945,38.5,20.200000762939453,20.200000762939453,0.0,0.0,0.0,0.0,73.0,73.0,50.0,50.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000007,280.0,1310.0,750.0,560.0,0.0,0.0,0.0,302.0,169.0,133.0,0.0,0.0,1.0,1.0,,1.0,4.0,0.0,0.0,,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,130.3000030517578,0.0,12.0,0.0,0.0,0.0,25.100000381469727,0.0,0.0,0.0,44.09999847412109,0.0,0.0,61.09999847412109,32.400001525878906,28.700000762939453,28.700000762939453,0.0,0.0,0.0,0.0,30.0,30.0,142.0,142.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000008,129.0,129.0,127.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,85.0,0.0,12.0,0.0,0.0,0.0,28.700000762939453,0.0,0.0,0.0,21.899999618530277,0.0,0.0,34.400001525878906,7.300000190734863,27.100000381469727,27.100000381469727,0.0,0.0,0.0,0.0,144.0,144.0,142.0,142.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000009,379.0,3080.0,1670.0,1410.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,,1.0,3.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,459.7000122070313,3.0,12.0,0.0,0.0,0.0,140.8000030517578,0.0,0.0,0.0,158.6999969482422,0.0,0.0,160.1999969482422,141.60000610351562,18.600000381469727,18.600000381469727,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,7.0,,,1.0,1.0,0.0,0.0,1.0,1.0
11-01-001-00001-000010,472.0,4437.0,2446.0,1991.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,6.0,0.0,0.0,,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,385.2999877929688,2.0,12.0,0.0,0.0,0.0,90.6999969482422,0.0,0.0,0.0,175.1999969482422,0.0,0.0,119.4000015258789,118.5999984741211,0.800000011920929,0.800000011920929,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,,,,1.0,1.0,0.0,0.0,1.0,1.0
